name	term	lev	seq	value
"large ribosomal subunit"	GO:0015934	2	isogroup207246	0.541948659710542
"large ribosomal subunit"	GO:0015934	2	isogroup182248	-1.90652603144775
"large ribosomal subunit"	GO:0015934	2	isogroup223625	-0.0360447171404931
"large ribosomal subunit"	GO:0015934	2	isogroup193498	0.293505809859113
"large ribosomal subunit"	GO:0015934	2	isogroup118613	-1.5611950288902
"large ribosomal subunit"	GO:0015934	2	isogroup116178	0.298665395399971
"large ribosomal subunit"	GO:0015934	2	isogroup268816	0.756452980858075
"large ribosomal subunit"	GO:0015934	2	isogroup157004	3.28510325876258
"large ribosomal subunit"	GO:0015934	2	isogroup232406	-1.27953146087029
"large ribosomal subunit"	GO:0015934	2	isogroup220003	0.286561640482322
"large ribosomal subunit"	GO:0015934	2	isogroup192600	-1.43612207392929
"large ribosomal subunit"	GO:0015934	2	isogroup226464	0.392221431104919
"large ribosomal subunit"	GO:0015934	2	isogroup274103	0.397789180098456
"large ribosomal subunit"	GO:0015934	2	isogroup182607	0.447809988850088
"large ribosomal subunit"	GO:0015934	2	isogroup192881	0.0878109171220763
"large ribosomal subunit"	GO:0015934	2	isogroup64342	0.451425252699544
"large ribosomal subunit"	GO:0015934	2	isogroup43691	0.0662468540223778
"large ribosomal subunit"	GO:0015934	2	isogroup66537	-0.550158163065588
"large ribosomal subunit"	GO:0015934	2	isogroup193684	-0.0275878198345248
"large ribosomal subunit"	GO:0015934	2	isogroup57778	-1.45416048754047
"large ribosomal subunit"	GO:0015934	2	isogroup394993	0.200710586634331
"large ribosomal subunit"	GO:0015934	2	isogroup264081	0.136901272971164
"large ribosomal subunit"	GO:0015934	2	isogroup119181	0.0338507454045173
"large ribosomal subunit"	GO:0015934	2	isogroup45860	-0.365246357805973
"large ribosomal subunit"	GO:0015934	2	isogroup223208	0.662834602464124
"large ribosomal subunit"	GO:0015934	2	isogroup182546	1.37322734593134
"large ribosomal subunit"	GO:0015934	2	isogroup267616	1.20063005329132
"large ribosomal subunit"	GO:0015934	2	isogroup171829	0.142851146835926
"large ribosomal subunit"	GO:0015934	2	isogroup43061	-1.02610347122276
"large ribosomal subunit"	GO:0015934	2	isogroup57521	0.169055415688363
"large ribosomal subunit"	GO:0015934	2	isogroup172066	0.865537074781423
"large ribosomal subunit"	GO:0015934	2	isogroup46264	0.45924511917731
